area	subarea	path	ext	hit_lines	md_fenced_lines	md_inline_lines	what_it_is	origin	needed_change	class	class_basis	note
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/lib/skill-advisor-cli-fallback.ts	ts	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/pi/README.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/pi/prompt-advisor.ts	ts	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/skill-advisor-hook-validation.md	md	28	15	13	documentation (15 fenced (runnable); 13 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	hooks	.opencode/skills/system-skill-advisor/hooks/skill-advisor-hook.md	md	19	10	9	documentation (10 fenced (runnable); 9 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-indexing/anti-stuffing.md	md	2	1	1	documentation (1 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-indexing/corpus-df-idf.md	md	37	35	2	documentation (35 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-indexing/derived-extraction.md	md	6	5	1	documentation (5 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-indexing/doc-frontmatter-harvest.md	md	15	10	5	documentation (10 fenced (runnable); 5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-indexing/provenance-and-trust-lanes.md	md	21	17	4	documentation (17 fenced (runnable); 4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-indexing/sanitizer-boundaries.md	md	3	1	2	documentation (1 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-update-daemon/daemon-lifecycle-shutdown.md	md	3	1	2	documentation (1 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-update-daemon/generation-publication.md	md	7	5	2	documentation (5 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-update-daemon/lease-single-writer.md	md	2	1	1	documentation (1 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-update-daemon/rebuild-from-source.md	md	7	5	2	documentation (5 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/auto-update-daemon/watcher-narrow-scope.md	md	8	4	4	documentation (4 fenced (runnable); 4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/cli-hooks-and-plugin/claude-user-prompt-submit.md	md	4	2	2	documentation (2 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/cli-hooks-and-plugin/goal-opencode-plugin.md	md	37	24	13	documentation (24 fenced (runnable); 13 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/cli-hooks-and-plugin/opencode-plugin-bridge.md	md	17	10	7	documentation (10 fenced (runnable); 7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/cli-hooks-and-plugin/skill-advisor-cli-fallback.md	md	6	4	2	documentation (4 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/compat-and-disable/daemon-absent-fallback.md	md	5	3	2	documentation (3 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/compat-and-disable/force-local-force-native.md	md	7	6	1	documentation (6 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/compat-and-disable/global-disable-flag.md	md	7	4	3	documentation (4 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/compat-and-disable/python-shim-stdin.md	md	6	4	2	documentation (4 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/lifecycle-routing/age-haircut.md	md	22	19	3	documentation (19 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/lifecycle-routing/archive-handling.md	md	3	1	2	documentation (1 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/lifecycle-routing/rollback-lifecycle.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/lifecycle-routing/schema-migration.md	md	3	2	1	documentation (2 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/lifecycle-routing/supersession.md	md	23	22	1	documentation (22 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/manual-testing-playbook.md	md	7	1	6	documentation (1 fenced (runnable); 6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/advisor-status-rebuild-separation.md	md	8	8	0	documentation (8 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/ambiguous-brief-rendering.md	md	5	2	3	documentation (2 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/lifecycle-redirect-metadata.md	md	4	2	2	documentation (2 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/native-recommend-happy-path.md	md	4	1	3	documentation (1 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/native-status-transitions.md	md	4	1	3	documentation (1 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/native-validate-slices.md	md	7	4	3	documentation (4 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/shadow-delta-sink.md	md	11	9	2	documentation (9 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/skill-graph-query.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/skill-graph-status.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/native-cli-tools/skill-graph-validate.md	md	4	0	4	documentation (4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/operator-h5/degraded-daemon.md	md	17	10	7	documentation (10 fenced (runnable); 7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/operator-h5/quarantined-daemon.md	md	4	2	2	documentation (2 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/operator-h5/unavailable-daemon.md	md	7	4	3	documentation (4 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:system-skill-advisor	manual-testing-playbook	.opencode/skills/system-skill-advisor/manual-testing-playbook/python-compat/bench-runner.md	md	7	6	1	documentation (6 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
